,index,Author
69.0,- [ أحمد بن محمد بن حجر الهيتمي](name),
70.0,- [ طارق أبو هشيمه](name),
71.0,- [ حسين البوخضر](name),
72.0,- [ منصور العواجي](name),
73.0,- [ جرجي زيدان](name),
,- [nan](name),
76.0,- [ جرجي زيدان](name),
77.0,- [ ابي ذر القلموني](name),
78.0,- [ أحمد الوائلي](name),
80.0,- [ محمد رضا الموسوي القزويني](name),
81.0,- [ ناصر  العمر](name),
82.0,- [ معمر القذافي](name),
83.0,- [ عادل الشيرواني](name),
86.0,- [ كريمة دوز](name),
87.0,- [ جرجي زيدان](name),
88.0,- [ إبراهيم السكران](name),
89.0,- [ أبي الحسن علي الحسني الندوي](name),
90.0,- [ عبدالله  اللحيدان](name),
91.0,- [ سامي الموصلي](name),
92.0,- [ سالم الآلوسي](name),
94.0,1,
96.0,- [ حسن  همام](name),
98.0,- [ ناصر  العمر](name),
99.0,- [ عبد الحسين الأميني](name),
101.0,- [ ليلى بلخير](name),
102.0,- [ أحمد خيري العمري](name),
104.0,- [ غازي الشمري](name),
105.0,- [ النعمان ، التبريزي](name),
106.0,- [ عبدالله العواضي](name),
107.0,- [ محسن عقيل](name),
108.0,- [ محمد الغزالي](name),
110.0,- [ محمد بن عبد الرزاق اسود](name),
111.0,- [ لطيف الراشدي](name),
112.0,- [ عبدالعزيز بن محمد بن عياف](name),
113.0,- [ جرجي زيدان](name),
114.0,- [ عادل  الزرقي](name),
115.0,- [ أبي العباس الحلبي](name),
116.0,- [ فهد العماري](name),
117.0,- [ داود النقشبندي](name),
118.0,- [ فايزة الحسنية](name),
119.0,- [ جرجي زيدان](name),
120.0,- [ مطيع الحافظ](name),
122.0,- [ منذر معاليقي](name),
123.0,- [ محمد  عبدالوهاب](name),
124.0,- [ أبو الحسن ابن هذيل](name),
127.0,- [ سليمة بنت عبد الله المشرفية](name),
128.0,- [ جرجي زيدان](name),
129.0,- [ خالد عبد الفتاح](name),
130.0,- [ حسن  الشاذلي](name),
131.0,- [ ابن الجوزي](name),
132.0,- [ منصور العواجي](name),
133.0,- [ علي الفائز](name),
134.0,- [ محمد حسين فضل الله](name),
137.0,- [ لأبن قيم الجوزي](name),
138.0,- [ أبي حيان علي التوحيدي](name),
140.0,- [ أحمد  الطويان](name),
145.0,- [ محمد جلول](name),
146.0,- [ أحمد الطويان](name),
149.0,- [ الإمام ابن قيم الجوزية](name),
150.0,- [ محمد الغزالي](name),
151.0,- [ زغلول النجار](name),
152.0,- [ فاتن عبد الرحمن حسونة](name),
153.0,- [ صلاح الدين الصفدي](name),
154.0,- [ أحمد العيادي](name),
157.0,1,
158.0,- [ عبدالرحمن  السعدي](name),
159.0,- [ ريمون قسيس](name),
160.0,- [ محمد الغزالي](name),
161.0,- [ محمد بن عبد الرزاق اسود](name),
162.0,- [ دلال عباس](name),
164.0,- [ وفاء  الزعاقي](name),
165.0,- [ عفيف النابلسي](name),
166.0,- [ فهد العماري](name),
168.0,- [ علي بيجوفيتش](name),
169.0,- [ محمد عبد الرزاق اسود](name),
171.0,- [ راغب السرجاني](name),
172.0,- [ حسين السيد علي الأعرجي](name),
173.0,- [ فهد  الأحمدي](name),
174.0,- [ جرجي زيدان](name),
175.0,- [ مركز التدبر للإستشارات التربوية والتعليمية](name),
176.0,- [ محمد الشنقيطي](name),
,- [nan](name),
178.0,- [ د محمد نجدات المحمد](name),
179.0,- [ مصطفى عليان](name),
181.0,- [ منصور العواجي](name),
182.0,- [ الشريف القناوي](name),
183.0,- [ باسم الكربلائي](name),
185.0,- [ مختار الأسدي](name),
186.0,- [ مصطفى صادق الرافعي](name),
187.0,- [ محمد أبو علي](name),
188.0,- [ رقية رستم بور ملكي](name),
189.0,- [ إبتسام الجابري](name),
190.0,- [ محمد حسين فضل الله](name),
191.0,- [ محمد عبد الله](name),
193.0,- [ شاكر علي](name),
194.0,- [ أحمد الكبيسي](name),
196.0,- [ إبراهيم السكران](name),
198.0,- [ عبدالله  اللحيدان](name),
200.0,- [ صباح الشيخلي ، طارق الحمداني](name),
201.0,- [ عبد القادر الجيلاني](name),
202.0,- [ فواز الراميني](name),
204.0,- [ عائض القرني](name),
205.0,- [ جرجي زيدان](name),
206.0,- [ سلمان  الشهري](name),
207.0,1,
208.0,- [ محمد الغزالي](name),
209.0,- [ خالد طرطوسي](name),
211.0,- [ أحمد حسن قدورة](name),
212.0,- [ فوزية  الخليفي](name),
214.0,- [ محسن عقيل](name),
215.0,- [ محمد الطريحي](name),
216.0,- [ محمد عمارة](name),
217.0,- [ محمد بن عبد الرزاق اسود](name),
218.0,- [ علي شقير](name),
219.0,- [ عبدالعزيز بن محمد بن عياف](name),
220.0,- [ نديم مروه](name),
222.0,- [ عبد الحسن صادق](name),
225.0,- [ مطيع الحافظ](name),
226.0,- [ ابن الجوزي](name),
227.0,- [ علي بن الحسين](name),
231.0,- [ عبد العزيز حمزة](name),
232.0,- [ صادق مكي](name),
233.0,- [ ابي ذر القلموني](name),
234.0,- [ أحمد الهاشمي](name),
236.0,- [ ناصر  العمر](name),
237.0,- [ محمد أبو حمدة](name),
238.0,- [ شيماء زنكنة](name),
241.0,- [ بكري أمين](name),
243.0,- [ عبد الحميد شاكر](name),
244.0,- [ إبراهيم الدوسري](name),
245.0,- [ جميل حسن](name),
246.0,- [ سامي الموصلي](name),
247.0,- [ هاشم ناجي](name),
248.0,- [ جرجي زيدان](name),
250.0,- [ أحمد الفريح](name),
251.0,- [ غازي الشمري](name),
252.0,- [ حسن محمد نور الدين](name),
255.0,- [ العلامة عبد الرحمن السعدي](name),
256.0,- [ عبدالقادر بوميدونة](name),
257.0,- [ عبدالمحسن المطيري](name),
259.0,- [ عبد القادر الشيخ أبو المكارم](name),
260.0,- [ محمد عمارة](name),
261.0,- [ محمد بن عبد الرزاق اسود](name),
262.0,- [ لطيف الراشدي](name),
263.0,- [ الأستاذ الدكتور عبدالوهاب إبراهيم أبو سليمان](name),
264.0,- [ طراد حمادة](name),
265.0,- [ سعد الطخيس](name),
266.0,- [ جرجي زيدان](name),
267.0,- [ فهد العماري](name),
270.0,- [ التلمساني](name),
271.0,- [ محسن باقر الموسوي](name),
272.0,- [ زين الدين شعبان بن محمد الآثاري](name),
273.0,- [ فوزية  الشدي](name),
274.0,- [ محسن باقر الموسوي](name),
276.0,- [ محمد الصابوني](name),
279.0,- [ أ.د. محمد الحاجي](name),
280.0,- [ عبد القادر الشيخ علي أبو المكارم](name),
283.0,- [ منصور العواجي](name),
284.0,- [ باسم الكربلائي](name),
285.0,- [ بدر الدين المنهاجي](name),
287.0,- [ فاروق شوشة](name),
289.0,- [ نجيب الكيلاني](name),
291.0,- [ علي الطنطاوي](name),
295.0,- [ جرجي زيدان](name),
296.0,- [ أحمد الطويان](name),
297.0,- [ حسين علي آل الشيخ سليمان البلادي البحراني](name),
298.0,- [ عبدالله  اللحيدان](name),
299.0,- [ محمد العوادي](name),
300.0,- [ محمد الغزالي](name),
301.0,- [ محمد عدنان سالم](name),
302.0,- [ مطيع الحافظ](name),
303.0,- [ محمد سالم](name),
305.0,- [ عائض القرني](name),
306.0,- [ سليمان  العبودي](name),
307.0,- [ حسين نجيب محمد](name),
308.0,- [ محمد الغزالى](name),
309.0,- [ محمد بن عبد الرزاق اسود](name),
310.0,- [ علي نور الدين](name),
311.0,- [ سعيد السداوي](name),
312.0,- [ ياسر العيتي](name),
313.0,- [ محمد  الشهري](name),
314.0,- [ جليل الكربلائي](name),
315.0,- [ عقيل الشمري](name),
316.0,- [ علي الأيوب الياروني](name),
318.0,- [ فهمى هويدى](name),
319.0,- [ محمد بن عبد الرزاق اسود](name),
321.0,- [ نداء بنت محمد الحقباني](name),
323.0,- [ عقيل   الشمري](name),
324.0,- [ مصطفى الرافعي](name),
325.0,- [ مركز التدبر للإستشارات التربوية والتعليمية](name),
326.0,- [ تميم التميمي](name),
327.0,- [ حسين البلغى البحراني](name),
328.0,- [ الشيخ محمد كامل القصاب](name),
329.0,- [ أحمد بن محمد بن حجر الهيتمي](name),
330.0,- [ طارق أبو هشيمه](name),
331.0,- [ حسين البوخضر](name),
332.0,- [ منصور العواجي](name),
333.0,- [ جرجي زيدان](name),
,- [nan](name),
336.0,- [ جرجي زيدان](name),
337.0,- [ ابي ذر القلموني](name),
338.0,- [ أحمد الوائلي](name),
340.0,- [ محمد رضا الموسوي القزويني](name),
341.0,- [ ناصر  العمر](name),
342.0,- [ معمر القذافي](name),
343.0,- [ عادل الشيرواني](name),
346.0,- [ كريمة دوز](name),
347.0,- [ جرجي زيدان](name),
348.0,- [ إبراهيم السكران](name),
349.0,- [ أبي الحسن علي الحسني الندوي](name),
350.0,- [ عبدالله  اللحيدان](name),
351.0,- [ سامي الموصلي](name),
352.0,- [ سالم الآلوسي](name),
354.0,1,
356.0,- [ حسن  همام](name),
358.0,- [ ناصر  العمر](name),
359.0,- [ عبد الحسين الأميني](name),
361.0,- [ ليلى بلخير](name),
362.0,- [ أحمد خيري العمري](name),
364.0,- [ غازي الشمري](name),
365.0,- [ النعمان ، التبريزي](name),
366.0,- [ عبدالله العواضي](name),
367.0,- [ محسن عقيل](name),
368.0,- [ محمد الغزالي](name),
370.0,- [ محمد بن عبد الرزاق اسود](name),
371.0,- [ لطيف الراشدي](name),
372.0,- [ عبدالعزيز بن محمد بن عياف](name),
373.0,- [ جرجي زيدان](name),
374.0,- [ عادل  الزرقي](name),
375.0,- [ أبي العباس الحلبي](name),
376.0,- [ فهد العماري](name),
377.0,- [ داود النقشبندي](name),
378.0,- [ فايزة الحسنية](name),
379.0,- [ جرجي زيدان](name),
380.0,- [ مطيع الحافظ](name),
382.0,- [ منذر معاليقي](name),
383.0,- [ محمد  عبدالوهاب](name),
384.0,- [ أبو الحسن ابن هذيل](name),
387.0,- [ سليمة بنت عبد الله المشرفية](name),
388.0,- [ جرجي زيدان](name),
389.0,- [ خالد عبد الفتاح](name),
390.0,- [ حسن  الشاذلي](name),
391.0,- [ ابن الجوزي](name),
392.0,- [ منصور العواجي](name),
393.0,- [ علي الفائز](name),
394.0,- [ محمد حسين فضل الله](name),
397.0,- [ لأبن قيم الجوزي](name),
398.0,- [ أبي حيان علي التوحيدي](name),
400.0,- [ أحمد  الطويان](name),
405.0,- [ محمد جلول](name),
406.0,- [ أحمد الطويان](name),
409.0,- [ الإمام ابن قيم الجوزية](name),
410.0,- [ محمد الغزالي](name),
411.0,- [ زغلول النجار](name),
412.0,- [ فاتن عبد الرحمن حسونة](name),
413.0,- [ صلاح الدين الصفدي](name),
414.0,- [ أحمد العيادي](name),
417.0,1,
418.0,- [ عبدالرحمن  السعدي](name),
419.0,- [ ريمون قسيس](name),
420.0,- [ محمد الغزالي](name),
421.0,- [ محمد بن عبد الرزاق اسود](name),
422.0,- [ دلال عباس](name),
424.0,- [ وفاء  الزعاقي](name),
425.0,- [ عفيف النابلسي](name),
426.0,- [ فهد العماري](name),
428.0,- [ علي بيجوفيتش](name),
429.0,- [ محمد عبد الرزاق اسود](name),
431.0,- [ راغب السرجاني](name),
432.0,- [ حسين السيد علي الأعرجي](name),
433.0,- [ فهد  الأحمدي](name),
434.0,- [ جرجي زيدان](name),
435.0,- [ مركز التدبر للإستشارات التربوية والتعليمية](name),
436.0,- [ محمد الشنقيطي](name),
,- [nan](name),
438.0,- [ د محمد نجدات المحمد](name),
439.0,- [ مصطفى عليان](name),
441.0,- [ منصور العواجي](name),
442.0,- [ الشريف القناوي](name),
443.0,- [ باسم الكربلائي](name),
445.0,- [ مختار الأسدي](name),
446.0,- [ مصطفى صادق الرافعي](name),
447.0,- [ محمد أبو علي](name),
448.0,- [ رقية رستم بور ملكي](name),
449.0,- [ إبتسام الجابري](name),
450.0,- [ محمد حسين فضل الله](name),
451.0,- [ محمد عبد الله](name),
453.0,- [ شاكر علي](name),
454.0,- [ أحمد الكبيسي](name),
456.0,- [ إبراهيم السكران](name),
458.0,- [ عبدالله  اللحيدان](name),
460.0,- [ صباح الشيخلي ، طارق الحمداني](name),
461.0,- [ عبد القادر الجيلاني](name),
462.0,- [ فواز الراميني](name),
464.0,- [ عائض القرني](name),
465.0,- [ جرجي زيدان](name),
466.0,- [ سلمان  الشهري](name),
467.0,1,
468.0,- [ محمد الغزالي](name),
469.0,- [ خالد طرطوسي](name),
471.0,- [ أحمد حسن قدورة](name),
472.0,- [ فوزية  الخليفي](name),
474.0,- [ محسن عقيل](name),
475.0,- [ محمد الطريحي](name),
476.0,- [ محمد عمارة](name),
477.0,- [ محمد بن عبد الرزاق اسود](name),
478.0,- [ علي شقير](name),
479.0,- [ عبدالعزيز بن محمد بن عياف](name),
480.0,- [ نديم مروه](name),
482.0,- [ عبد الحسن صادق](name),
485.0,- [ مطيع الحافظ](name),
486.0,- [ ابن الجوزي](name),
487.0,- [ علي بن الحسين](name),
491.0,- [ عبد العزيز حمزة](name),
492.0,- [ صادق مكي](name),
493.0,- [ ابي ذر القلموني](name),
494.0,- [ أحمد الهاشمي](name),
496.0,- [ ناصر  العمر](name),
497.0,- [ محمد أبو حمدة](name),
498.0,- [ شيماء زنكنة](name),
501.0,- [ بكري أمين](name),
503.0,- [ عبد الحميد شاكر](name),
504.0,- [ إبراهيم الدوسري](name),
505.0,- [ جميل حسن](name),
506.0,- [ سامي الموصلي](name),
507.0,- [ هاشم ناجي](name),
508.0,- [ جرجي زيدان](name),
510.0,- [ أحمد الفريح](name),
511.0,- [ غازي الشمري](name),
512.0,- [ حسن محمد نور الدين](name),
515.0,- [ العلامة عبد الرحمن السعدي](name),
516.0,- [ عبدالقادر بوميدونة](name),
517.0,- [ عبدالمحسن المطيري](name),
519.0,- [ عبد القادر الشيخ أبو المكارم](name),
520.0,- [ دورجوي داتا](name),
521.0,- [ ابراهيم الكوني](name),
522.0,- [ إيمان هادي](name),
523.0,- [ حمديه الرفاعي](name),
524.0,- [ أنور براوري](name),
525.0,- [ نورا مرعي](name),
526.0,- [ علا عليوات](name),
528.0,- [ تشيماماندا نغوزي أديتشي](name),
529.0,- [ منى العنزي](name),
530.0,- [ باتريك موديانو](name),
531.0,- [ عبدالعزيز السعيدي](name),
532.0,- [ خيري شلبي](name),
534.0,- [ ياسمينة صالح](name),
535.0,- [ نهى طباره حمود](name),
536.0,- [ مني غيضان](name),
537.0,- [ وائل رداد](name),
538.0,- [ خيري عبد الجواد](name),
539.0,- [ صالح زياد](name),
540.0,1,
542.0,- [ بيدرو ميرال](name),
544.0,- [ أيمن طاهر](name),
545.0,- [ رضا خلف](name),
547.0,- [ محمد  إبراهيم](name),
549.0,- [ نبيل الملحم](name),
550.0,- [ ياسين رفاعية](name),
552.0,- [ باولو كويلو](name),
553.0,- [ أميرة عز الدين](name),
556.0,- [ سارة كريفن](name),
558.0,- [ محمد زفزاف](name),
559.0,- [ برهان شاوي](name),
560.0,- [ ليندا دوجلاس](name),
562.0,- [ جان روفان](name),
564.0,- [ تغريد الأحمد](name),
566.0,- [ م. آغييف](name),
569.0,- [ فاطمة علي](name),
570.0,- [ أحمد العلي](name),
571.0,- [ يحيى القيسي](name),
572.0,- [ إدواردو غاليانو](name),
574.0,- [ ليف كاتزوف](name),
575.0,- [ حبيب محمود](name),
576.0,- [ هشام الخشن](name),
577.0,- [ محمد عبد المجيد](name),
578.0,- [ أولا لينسه](name),
579.0,- [ سومرست موم](name),
580.0,- [ إسراء كاكولي](name),
581.0,- [ عبد العزيز السبيل](name),
583.0,- [ هديل ايوب](name),
584.0,- [ جيلبرت سينويه](name),
585.0,- [ وارد سالم](name),
586.0,- [ محمد رضـا](name),
587.0,- [ إرنست همنغواي](name),
588.0,- [ علي يوسف](name),
589.0,- [ رودلفو غراسياني](name),
592.0,- [ نايف السعيدي](name),
593.0,- [ سعيد بنسعيد العلوي](name),
595.0,- [ حمودة إسماعيلي](name),
596.0,- [ محمود قاسم](name),
598.0,- [ فواز العتيبي](name),
599.0,- [ جمال ضاهر](name),
600.0,- [ سمير نادري](name),
605.0,- [ مقبول العلوي](name),
606.0,- [ آيريس مردوخ](name),
607.0,- [ عباس  العقاد](name),
608.0,- [ سماح العيسى](name),
609.0,- [ الطاهر بن جلون](name),
611.0,- [ إيهاب عويص](name),
614.0,- [ كلاريس ليسبكتور](name),
615.0,- [ تركى العواد](name),
616.0,- [ محمد الروسي](name),
617.0,- [ محمد أبو معتوق](name),
618.0,- [ سي.اس.لويس](name),
619.0,- [ عادل الدوسري](name),
620.0,- [ حسن الشيخ](name),
621.0,- [ فريدون صاحبجام](name),
623.0,- [ خليل النعيمي](name),
624.0,- [ رابح خدوسى](name),
625.0,- [ عبد الرحمن الوليلى](name),
626.0,- [ إبراهيم نادر](name),
627.0,- [ إبراهيم الخضير](name),
628.0,- [ إرنست هوفمان](name),
629.0,- [ حسين البرغوثي](name),
630.0,- [ محمد حيّاوي](name),
631.0,- [ طالب عمران](name),
632.0,- [ جين بولز](name),
633.0,- [ طالب أبو شرار](name),
634.0,- [ أمين الزاوي](name),
637.0,- [ الشهيد صلاح حسن](name),
638.0,- [ خوسيه ليوب](name),
639.0,- [ ديمتري غلوكوفسكي](name),
641.0,- [ قادة جليد](name),
642.0,- [ عماد الدين موسى](name),
643.0,- [ جول فيرن](name),
644.0,- [ ساير المسباح](name),
645.0,- [ سميحة خريس](name),
647.0,- [ أندريه مالرو](name),
648.0,- [ غيداء الغميز](name),
649.0,- [ أورهان باموق](name),
652.0,- [ سلوى النعيمي](name),
653.0,- [ أشرف أبو غربية](name),
655.0,- [ جمانة مصطفى](name),
656.0,- [ غدير مبارك](name),
657.0,- [ تحسين كرمياني](name),
658.0,- [ إسكندر نجّار](name),
660.0,- [ جاسر الضبعة](name),
662.0,- [ أيما دارسي](name),
664.0,- [ آماليا حلوة](name),
665.0,- [ عبدالعزيز الحسن](name),
666.0,- [ وحيد طويلة](name),
670.0,- [ ألبرتو مورافيا](name),
671.0,- [ أحمد أوميت](name),
672.0,- [ ج.ب.م.](name),
673.0,- [ مـــــى زيادة](name),
675.0,- [ عبده خال](name),
677.0,- [ تالا](name),
678.0,- [ خلود المازمي](name),
679.0,- [ مارتن باج](name),
680.0,- [ عائشة الجابري](name),
681.0,- [ إبراهيم الكوني](name),
684.0,- [ إبراهيم عيسى](name),
685.0,- [ أميرة عبد الرازق](name),
686.0,- [ شارون كندريك](name),
688.0,- [ شذى عزوز](name),
690.0,- [ شيخة العتيبي](name),
692.0,- [ إبراهيم الكوني](name),
693.0,- [ فرات ياسين](name),
695.0,- [ أسيل عيد](name),
696.0,- [ هاربر لي](name),
697.0,- [ علي أبو الريش](name),
,- [nan](name),
700.0,- [ ماجدة السيد ، فاطمة عبد الحميد](name),
701.0,- [ إسماعيل يبرير](name),
702.0,- [ خلود مصطفى](name),
703.0,- [ إياد الجلاد](name),
704.0,- [ زينب زيادة](name),
705.0,- [ مروة شاهين](name),
706.0,- [ ياسر قبيلات](name),
708.0,- [ أحمد حرب](name),
709.0,- [ حليمة مظفر](name),
710.0,- [ يوسف فاضل](name),
711.0,- [ محمد جبارة](name),
712.0,- [ أحمد البلاصي](name),
713.0,- [ إياد حرفوش](name),
714.0,- [ آندي ويير](name),
716.0,- [ تيرى فافرو](name),
717.0,- [ عبد الرحمان منيف](name),
718.0,- [ عبدالله مكسور](name),
719.0,- [ بلحسن علي](name),
721.0,- [ فلاح رحيم](name),
723.0,- [ ماريا هادرلاب](name),
724.0,- [ سناء فيصل](name),
726.0,- [ محمد الصفتي](name),
727.0,- [ نجلاء العبدولي](name),
728.0,- [ محمد عبد الرحمن يونس](name),
729.0,- [ دلال الكندرى](name),
730.0,- [ عبد الرحمن مجيد الربيعي](name),
731.0,- [ سونيا بوماد](name),
733.0,- [ بير بيترسون](name),
734.0,- [ كريمة عزمي](name),
735.0,- [ عبدالرحمن منيف](name),
736.0,- [ طنطاوي عبد الحميد](name),
737.0,- [ شيترا ديفا كاروني](name),
738.0,- [ سمر خليفة](name),
739.0,- [ ربيع مرشد](name),
740.0,- [ عبدالله عبدالله](name),
742.0,- [ ليلى عساف](name),
743.0,- [ سلوى جراح](name),
744.0,- [ طارق بكاري](name),
747.0,- [ محمد البساطي](name),
749.0,- [ سمر المحمود](name),
750.0,- [ فوّاز الشروقي](name),
751.0,- [ نيقولاي جوجول](name),
753.0,- [ مصطفى الفيلالي](name),
754.0,- [ عمرو الجندي](name),
755.0,- [ باتريك لاجرو](name),
756.0,- [ كوثر ماجد](name),
757.0,- [ عبيد بوملحه](name),
760.0,- [ محمد بن جمال](name),
761.0,- [ فهد العودة](name),
762.0,- [ عبد الحميد عبود](name),
763.0,- [ شريف مجدلاني](name),
764.0,- [ نيكوس كازانتزاكيس](name),
,- [nan](name),
767.0,- [ بول سوسمان](name),
768.0,- [ مقبول العلوي](name),
770.0,- [ فراس عنجريني](name),
771.0,- [ هدى عامر](name),
772.0,- [ بشير مفتي](name),
773.0,- [ روت ليخناروفا](name),
775.0,- [ ميرال الطحاوي](name),
777.0,- [ راوي حاج](name),
778.0,- [ أجاثا كريستي](name),
780.0,- [ إنجي مطاوع](name),
781.0,- [ غازي القصيبي](name),
782.0,- [ أحمد سعد](name),
783.0,- [ ياسمينة خضرا](name),
785.0,- [ مجدي يونس](name),
787.0,- [ إريك شميت](name),
788.0,- [ شريف سعيد](name),
790.0,- [ ل. هابرد](name),
792.0,- [ أحمد توفيق](name),
793.0,- [ محسن الرملي](name),
794.0,- [ علي حداد](name),
795.0,- [ محمد عكاشة](name),
796.0,- [ محمد خميس](name),
797.0,- [ أمل عفيفي](name),
800.0,- [ بيولنت سينوكاك](name),
801.0,- [ جبران خليل جبران](name),
803.0,- [ موضي الطويل](name),
804.0,- [ ربيع جابر](name),
807.0,- [ باولو جيوردانو](name),
808.0,- [ جلنار](name),
809.0,- [ مارك توين](name),
812.0,- [ عواض الميموني](name),
814.0,- [ سوزان كولنز](name),
815.0,- [ لينا النابلسي](name),
816.0,- [ أحمد خطاب](name),
818.0,- [ شربل داغر](name),
822.0,- [ أميرة المحسن](name),
823.0,- [ بيان إدريس](name),
824.0,- [ جانيت ديلي](name),
825.0,- [ لبنى طه](name),
826.0,- [ علياء الأنصاري](name),
827.0,- [ فرانثيسك سيريس](name),
828.0,- [ عباده تقلا](name),
829.0,- [ ماري كلارك](name),
830.0,- [ نضال قحطان](name),
831.0,- [ ريم أبو الفضل](name),
833.0,- [ محمود الريماوي](name),
836.0,- [ توفيق عواد](name),
838.0,- [ مجدي العطار](name),
839.0,- [ محمد سعيد الشيخ الخنيزي](name),
840.0,- [ سمر الزعبي](name),
841.0,- [ غازي القصيبي](name),
842.0,- [ ليرنينغ](name),
843.0,- [ بسمة النمري](name),
844.0,- [ عبدالله السلمي](name),
845.0,- [ كامل الكيلاني](name),
848.0,- [ سميحة خريس](name),
849.0,- [ مارغريت فان غيلديرملسين](name),
850.0,- [ عبد التواب يوسف](name),
851.0,- [ فاطمة العامري](name),
852.0,- [ أميرة الحسيني](name),
853.0,- [ مجموعة مؤلفين](name),
854.0,- [ علي عجمي](name),
855.0,- [ دانيال ديفو](name),
856.0,- [ ميخائيل نعيمه](name),
857.0,- [ عبد العزيز البدر](name),
858.0,- [ حسام أبو العلا](name),
859.0,- [ يعقوب صروف](name),
860.0,- [ محمد الشاذلي](name),
,- [nan](name),
864.0,- [ فاتح عبد السلام](name),
865.0,- [ كارين كيوان](name),
868.0,- [ فاطمة الزهراء الرياض](name),
870.0,- [ جيهان جمال](name),
871.0,- [ غادة رسول](name),
874.0,- [ سلمان الجربوع](name),
875.0,- [ نوال السعداوي](name),
876.0,- [ غاري بولسن](name),
877.0,- [ أمال تلاوي](name),
879.0,- [ شاكر الأنباري](name),
880.0,- [ محمد أبو مالح](name),
881.0,- [ فالح العنزي](name),
882.0,- [ رحاب أبو زيد](name),
883.0,- [ منيرة الازيمع](name),
884.0,- [ مجد كيال](name),
886.0,- [ قسمة كاتول](name),
887.0,- [ سلام الرّاسي](name),
888.0,- [ أحمد النحاس](name),
889.0,- [ إملي نصرالله](name),
890.0,- [ فاطمة الشيدي](name),
891.0,- [ محمد صلحي](name),
893.0,- [ أمامة اللواتي](name),
895.0,- [ ممدوح حمادة](name),
897.0,- [ وجدي الكومي](name),
898.0,- [ مجموعة من المؤلفين](name),
899.0,- [ غريد الشيخ](name),
901.0,- [ مهى جرجور](name),
902.0,- [ سميح عاطف الزين](name),
903.0,- [ وفاء فرج](name),
905.0,- [ عبير بلان](name),
906.0,- [ هاشم غرايبة](name),
907.0,- [ حسن ناصر](name),
909.0,- [ شيرين طلعت](name),
911.0,- [ حمود التشكيلي](name),
913.0,- [ تشن جيان](name),
914.0,- [ فايزة لكحل -عزيزة بوقاعدة](name),
916.0,- [ سهيلة العوضي ، لطيفة النجار](name),
918.0,- [ أميرة  عامر](name),
919.0,- [ سعاد العريمى](name),
920.0,- [ ديزي ميدوز](name),
922.0,- [ ربيعة ريحان](name),
924.0,- [ غادة السمان](name),
925.0,- [ محمد ربابعه](name),
927.0,- [ محمد المجذوب](name),
928.0,- [ مجموعة من المؤلفين](name),
929.0,- [ شبيب بن شيبة التميمي](name),
931.0,- [ عبد الله حشيمة](name),
932.0,- [ فادية بخاري](name),
933.0,- [ الهنوف الدغيشم](name),
935.0,- [ كريم هشام](name),
936.0,- [ هالة النوباني](name),
937.0,- [ أورسولا شولتسه](name),
939.0,- [ حنان البدوي](name),
940.0,- [ بام بولاك ، ميج بلفيزو](name),
944.0,- [ هاني الحجي](name),
945.0,- [ ليلى العثمان](name),
947.0,- [ إبراهيم محمد النملة](name),
